Section Summaries,KEY:,, = missing sample,RED, = very low sample,, = need to fill in,, = coarsest sample,,,,,,,,,Percentiles,,,% Volume below threshold ,,,,,,,,% Volume,,
Exp,Site,Hole ,Core,Type,Section,Recovered length (m),Curated length (m),Depth,Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),Sample,Mean:,Median (µm),Mode (µm),SD (µm),d10 (µm),d50 (µm),d90 (µm),4,6,10,32,63,125,250,500,% Clay,% Silt,% Sand,
363,U1485,A,32,F,4,0.4,0.4,243.71,244.11,243.447,244.4,85A_32_4-0_8117_01.$ls,3.83,3.93,16,2.74,0.937,3.93,15.6,50.6322,64.6363,78.3518,100,100,100,100,100,50.6322,49.3678,0,
363,U1485,A,32,F,CC,0.62,0.62,244.11,244.73,243.821,245.6,85A_32_cc-0_8118_01.$ls,5.09,5.06,4,2.93,1.17,5.06,20,41.6345,55.8721,70.603,94.9225,100,100,100,100,41.6345,58.3655,0,
363,U1485,A,33,F,1,1.33,1.33,244.4,245.73,244.4,246.809,85A_33_1-0_8119_01.$ls,3.77,3.84,16,2.91,0.854,3.84,16.4,51.2637,64.2392,76.2719,100,100,100,100,100,51.2637,48.7363,0,
363,U1485,A,33,F,2,1.34,1.34,245.73,247.07,245.6,247.936,85A_33_2-0_8120_01.$ls,3.81,3.83,16,2.78,0.925,3.83,16.1,51.5184,65.4467,78.0018,100,100,100,100,100,51.5184,48.4816,0,
363,U1485,A,33,F,3,1.25,1.25,247.07,248.32,246.809,248.811,85A_33_3-0_8121_01.$ls,3.77,3.79,16,2.82,0.899,3.79,16.1,51.8451,65.1964,77.5798,100,100,100,100,100,51.8451,48.1549,0,
363,U1485,A,33,F,4,0.97,0.97,248.32,249.29,247.936,249.1,85A_33_4-0_8122_01.$ls,3.65,3.63,16,2.82,0.885,3.63,16.1,53.2457,66.5024,78.785,100,100,100,100,100,53.2457,46.7543,0,
363,U1485,A,34,F,1,1.45,1.45,249.1,250.55,249.1,251.61,85A_34_1-0_8124_01.$ls,3.68,3.71,16,2.79,0.895,3.71,15.7,52.5437,66.0194,78.8516,100,100,100,100,100,52.5437,47.4563,0,
363,U1485,A,33,F,CC,0.32,0.32,249.29,249.61,248.811,250.355,85A_33_cc-0_8123_01.$ls,4.19,4.33,16,2.72,1.02,4.33,16.4,47.1153,61.5633,75.9147,100,100,100,100,100,47.1153,52.8847,0,
363,U1485,A,34,F,2,1.45,1.45,250.55,252,250.355,252.701,85A_34_2-0_8125_01.$ls,3.31,3.28,16,2.74,0.844,3.28,14.8,56.8883,70.6155,82.6409,100,100,100,100,100,56.8883,43.1117,0,
363,U1485,A,34,F,3,1.26,1.26,252,253.26,251.61,253.515,85A_34_3-0_8126_01.$ls,3.45,3.46,4,2.74,0.861,3.46,14.8,55.2969,69.5858,80.961,100,100,100,100,100,55.2969,44.7031,0,
363,U1485,A,34,F,4,0.94,0.94,253.26,254.2,252.701,253.8,85A_34_4-0_8127_01.$ls,3.71,3.72,16,2.77,0.916,3.72,16,52.5862,66.5256,79.1324,100,100,100,100,100,52.5862,47.4138,0,
363,U1485,A,35,F,1,0.26,0.26,253.8,254.06,253.8,255.262,85A_35_1-0_8129_01.$ls,3.86,3.92,16,2.78,0.93,3.92,16,50.7155,64.6596,77.5946,100,100,100,100,100,50.7155,49.2845,0,
363,U1485,A,35,F,2,1.37,1.37,254.06,255.43,254.033,256.329,85A_35_2-0_8130_01.$ls,4.13,4.23,16,2.76,0.995,4.23,16.5,47.9849,62.3341,75.9668,99.9997,100,100,100,100,47.9849,52.0151,0,
363,U1485,A,34,F,CC,0.33,0.33,254.2,254.53,253.515,254.033,85A_34_cc-0_8128_01.$ls,4.2,4.33,4,2.66,1.06,4.33,16,46.9172,62.2537,77.1105,100,100,100,100,100,46.9172,53.0828,0,
363,U1485,A,35,F,3,1.19,1.19,255.43,256.62,255.262,257.576,85A_35_3-0_8131_01.$ls,3.91,3.99,16,2.83,0.911,3.99,16.3,50.0484,63.4535,76.3529,100,100,100,100,100,50.0484,49.9516,0,
363,U1485,A,35,F,4,1.39,1.39,256.62,258.01,256.329,258.249,85A_35_4-0_8132_01.$ls,3.79,3.89,16,2.74,0.927,3.89,15.6,50.9848,64.9675,78.6936,100,100,100,100,100,50.9848,49.0152,0,
363,U1485,A,35,F,5,0.75,0.75,258.01,258.76,257.576,258.5,85A_35_5-0_8133_01.$ls,4.13,4.24,16,2.75,0.993,4.24,16.4,47.9227,61.9975,75.8052,100,100,100,100,100,47.9227,52.0773,0,
363,U1485,A,36,F,1,0.21,0.21,258.5,258.71,258.5,259.891,85A_36_1-0_8135_01.$ls,4.62,4.92,16,2.8,1.05,4.92,17.4,43.1067,56.6233,71.4556,99.9987,100,100,100,100,43.1067,56.8933,0,
363,U1485,A,36,F,2,1.32,1.32,258.71,260.03,258.691,261.118,85A_36_2-0_8136_01.$ls,4.63,4.88,18,2.88,1.01,4.88,18.1,43.6759,56.4493,70.239,99.9968,100,100,100,100,43.6759,56.3241,0,
363,U1485,A,35,F,CC,0.28,0.28,258.76,259.04,258.249,258.691,85A_35_cc-0_8134_01.$ls,4.36,4.55,16,2.72,1.05,4.55,16.6,45.3803,59.7694,74.517,100,100,100,100,100,45.3803,54.6197,0,
363,U1485,A,36,F,3,1.25,1.35,260.03,261.38,259.891,262.336,85A_36_3-0_8137_01.$ls,4.05,4.13,16,2.77,0.969,4.13,16.4,48.8516,62.8854,76.2962,100,100,100,100,100,48.8516,51.1484,0,
363,U1485,A,36,F,4,1.34,1.34,261.38,262.72,261.118,262.973,85A_36_4-0_8138_01.$ls,4,4.12,16,2.88,0.908,4.12,16.7,49.06,61.8979,74.9837,100,100,100,100,100,49.06,50.94,0,
363,U1485,A,36,F,5,0.7,0.7,262.72,263.42,262.336,263.2,85A_36_5-0_8139_01.$ls,4.15,4.36,18,2.89,0.918,4.36,16.9,47.3171,60.0464,73.6378,100,100,100,100,100,47.3171,52.6829,0,
363,U1485,A,37,F,1,1.25,1.25,263.2,264.45,263.2,265.773,85A_37_1-0_8141_01.$ls,4.22,4.47,16,2.9,0.925,4.47,17,46.5879,59.0891,72.695,100,100,100,100,100,46.5879,53.4121,0,
363,U1485,A,36,F,CC,0.25,0.25,263.42,263.67,262.973,264.387,85A_36_cc-0_8140_01.$ls,4.22,4.56,16,2.71,1.01,4.46,16,46.1828,60.4347,75.5307,100,100,100,100,100,46.1828,53.8172,0,
363,U1485,A,37,F,2,1.46,1.46,264.45,265.91,264.387,266.96,85A_37_2-0_8142_01.$ls,4.49,4.68,16,2.85,1.01,4.68,17.6,44.8824,57.8367,71.5997,99.9983,100,100,100,100,44.8824,55.1176,0,
363,U1485,A,37,F,3,1.25,1.25,265.91,267.16,265.773,267.606,85A_37_3-0_8143_01.$ls,4.82,4.88,15,3.22,0.95,4.88,21.6,44.102,56.0484,68.8934,94.547,99.9993,100,100,100,44.102,55.8973,0.0007,
363,U1485,A,37,F,4,0.68,0.68,267.16,267.84,266.96,267.9,85A_37_4-0_8144_01.$ls,4.25,4.44,16,2.87,0.95,4.44,17,46.7191,59.3643,72.7587,100,100,100,100,100,46.7191,53.2809,0,
363,U1485,A,37,F,CC,0.31,0.31,267.84,268.15,267.606,269.175,85A_37_cc-0_8145_01.$ls,5.36,5.48,15,3.13,1.09,5.48,23.7,40.3364,52.7436,66.5887,93.8893,100,100,100,100,40.3364,59.6636,0,
363,U1485,A,38,F,1,1.47,1.47,267.9,269.37,267.9,270.424,85A_38_1-0_8146_01.$ls,4.82,4.92,15,3.16,0.967,4.92,20.8,43.7463,55.8844,69.1619,95.0282,100,100,100,100,43.7463,56.2537,0,
363,U1485,A,38,F,2,1.44,1.44,269.37,270.81,269.175,271.508,85A_38_2-0_8147_01.$ls,4.26,4.49,16,2.9,0.934,4.49,17,46.4835,58.7525,72.2558,100,100,100,100,100,46.4835,53.5165,0,
363,U1485,A,38,F,3,1.25,1.25,270.81,272.06,270.424,272.201,85A_38_3-0_8148_01.$ls,4.94,5.32,16,2.92,1.05,5.32,19,41.3275,53.6325,67.6494,99.8609,100,100,100,100,41.3275,58.6725,0,
363,U1485,A,38,F,4,0.8,0.8,272.06,272.86,271.508,272.6,85A_38_4-0_8149_01.$ls,4.98,4.99,4,3.12,1.02,4.99,21.6,42.8595,55.7416,69.3757,94.3682,99.9993,100,100,100,42.8595,57.1398,0.0007,
363,U1485,A,39,F,1,1.51,1.51,272.6,274.11,272.6,275.08,85A_39_1-0_8151_01.$ls,4.17,4.28,16,2.92,0.925,4.27,17.5,47.8666,60.6062,73.5064,99.9461,100,100,100,100,47.8666,52.1334,0,
363,U1485,A,38,F,CC,0.46,0.46,272.86,273.32,272.201,273.957,85A_38_cc-0_8150_01.$ls,4.2,4.4,16,2.88,0.935,4.4,17,47.0173,59.7789,73.1861,100,100,100,100,100,47.0173,52.9827,0,
363,U1485,A,39,F,2,1.25,1.25,274.11,275.36,273.957,276.402,85A_39_2-0_8152_01.$ls,4.47,4.72,16,2.93,0.962,4.72,17.9,44.9352,57.1845,70.6345,99.9953,100,100,100,100,44.9352,55.0648,0,
363,U1485,A,39,F,3,1.47,1.47,275.36,276.83,275.08,277.058,85A_39_3-0_8153_01.$ls,5.03,5.17,15,3.24,0.963,5.17,22.7,42.4897,54.2955,67.4152,94.1402,99.9993,100,100,100,42.4897,57.5096,0.0007,
363,U1485,A,39,F,4,0.73,0.73,276.83,277.56,276.402,277.3,85A_39_4-0_8154_01.$ls,4.53,4.8,16,2.92,0.975,4.8,18,44.4811,56.6261,70.1254,99.9973,100,100,100,100,44.4811,55.5189,0,
363,U1485,A,40,F,1,1.41,1.41,277.3,278.71,277.3,279.72,85A_40_1-0_8156_01.$ls,4.6,4.89,16,2.89,1,4.89,18,43.8445,56.2477,70.0078,99.9975,100,100,100,100,43.8445,56.1555,0,
363,U1485,A,39,F,CC,0.27,0.27,277.56,277.83,277.058,278.541,85A_39_cc-0_8155_01.$ls,4.62,4.91,16,2.94,0.985,4.91,18.3,43.8632,55.906,69.4424,99.9868,100,100,100,100,43.8632,56.1368,0,
363,U1485,A,40,F,2,1.34,1.34,278.71,280.05,278.541,280.996,85A_40_2-0_8157_01.$ls,4.69,4.97,16,2.88,1.03,4.97,18.2,43.201,55.8429,69.7845,99.9902,100,100,100,100,43.201,56.799,0,
363,U1485,A,40,F,3,1.45,1.45,280.05,281.5,279.72,281.63,85A_40_3-0_8158_01.$ls,4.06,4.2,16,2.79,0.952,4.2,16.4,48.2998,62.2334,75.9988,100,100,100,100,100,48.2998,51.7002,0,
363,U1485,A,40,F,4,0.72,0.72,281.5,282.22,280.996,282,85A_40_4-0_8159_01.$ls,4.08,4.19,16,2.82,0.947,4.19,16.6,48.4118,62.0813,75.3688,100,100,100,100,100,48.4118,51.5882,0,
363,U1485,A,41,F,1,1.51,1.51,282,283.51,282,284.532,85A_41_1-0_8161_01.$ls,4.48,4.75,16,2.81,1.02,4.75,17.1,44.3145,57.611,72.0012,100,100,100,100,100,44.3145,55.6855,0,
363,U1485,A,40,F,CC,0.42,0.42,282.22,282.64,281.63,283.309,85A_40_cc-0_8160_01.$ls,3.96,4.09,16,2.81,0.926,4.08,16.3,49.2806,63.0342,76.4699,100,100,100,100,100,49.2806,50.7194,0,
363,U1485,A,41,F,2,1.41,1.41,283.51,284.92,283.309,285.833,85A_41_2-0_8162_01.$ls,4.2,4.5,16,2.77,0.968,4.5,16.1,46.0771,59.7038,74.6681,100,100,100,100,100,46.0771,53.9229,0,
363,U1485,A,41,F,3,1.5,1.5,284.92,286.42,284.532,286.44,85A_41_3-0_8163_01.$ls,4.5,4.77,16,2.85,1,4.77,17.4,44.3956,57.2437,71.3269,100,100,100,100,100,44.3956,55.6044,0,
363,U1485,A,41,F,4,0.7,0.7,286.42,287.12,285.833,286.7,85A_41_4-0_8164_01.$ls,4.57,4.85,16,2.86,1.01,4.85,17.7,43.8343,56.7534,70.8713,99.9981,100,100,100,100,43.8343,56.1657,0,
363,U1485,A,42,F,1,0.17,0.17,286.7,286.87,286.7,288.114,85A_42_1-0_8166_01.$ls,4.42,4.61,16,2.89,0.975,4.61,17.7,45.4072,58.4423,72.0453,99.9557,100,100,100,100,45.4072,54.5928,0,
363,U1485,A,42,F,2,1.41,1.41,286.87,288.28,286.852,289.323,85A_42_2-0_8167_01.$ls,4.44,4.41,15,3.13,0.925,4.41,19.3,46.9366,59.4106,72.0169,95.4524,100,100,100,100,46.9366,53.0634,0,
363,U1485,A,41,F,CC,0.3,0.3,287.12,287.42,286.44,286.852,85A_41_cc-0_8165_01.$ls,4.63,4.94,16,2.86,1.02,4.94,17.8,,,,,,,,,,,,
363,U1485,A,42,F,3,1.35,1.35,288.28,289.63,288.114,290.612,85A_42_3-0_8168_01.$ls,4.67,4.62,4,3.15,0.963,4.62,20.5,45.4083,58.0767,70.8326,94.5944,100,100,100,100,45.4083,54.5917,0,
363,U1485,A,42,F,4,1.44,1.44,289.63,291.07,289.323,291.194,85A_42_4-0_8169_01.$ls,4.52,4.79,16,2.88,0.988,4.79,17.7,44.319,57.057,70.9528,99.9981,100,100,100,100,44.319,55.681,0,
363,U1485,A,43,F,1,0.88,0.88,291.4,292.28,291.4,293.027,85A_43_1-0_8172_01.$ls,4.16,4.27,16,2.94,0.915,4.27,17.5,47.9133,60.7943,73.5061,99.9127,100,100,100,100,47.9133,52.0867,0,
363,U1485,A,42,F,CC,0.23,0.23,291.72,291.95,291.194,292.191,85A_42_cc-0_8171_01.$ls,4.33,4.47,16,2.9,0.962,4.47,17.7,46.4509,59.2885,72.3813,99.9562,100,100,100,100,46.4509,53.5491,0,
363,U1485,A,43,F,2,0.93,0.93,292.28,293.21,292.191,294.249,85A_43_2-0_8173_01.$ls,4.23,4.39,16,2.85,0.958,4.39,17.1,46.8977,60.363,73.9063,99.9988,100,100,100,100,46.8977,53.1023,0,
363,U1485,A,43,F,3,1.36,1.36,293.21,294.57,293.027,295.327,85A_43_3-0_8174_01.$ls,4.2,4.35,16,2.87,0.94,4.35,17,47.2356,60.3462,73.5177,99.9997,100,100,100,100,47.2356,52.7644,0,
363,U1485,A,43,F,4,1.2,1.2,294.57,295.77,294.249,295.92,85A_43_4-0_8175_01.$ls,4.69,5.01,16,2.87,1.02,5.01,18,42.9451,55.6172,69.6829,99.9976,100,100,100,100,42.9451,57.0549,0,
363,U1485,A,43,F,5,0.66,0.66,295.77,296.43,295.327,296.1,85A_43_5-0_8176_01.$ls,4.26,4.5,16,2.87,0.947,4.5,16.9,46.2979,58.9849,72.7612,100,100,100,100,100,46.2979,53.7021,0,
363,U1485,A,44,F,1,1.49,1.49,296.1,297.59,296.1,299.01,85A_44_1-0_8178_01.$ls,4.72,4.74,15,3.17,0.951,4.74,20.6,44.6458,57.1984,70.3733,94.6445,99.9993,100,100,100,44.6458,55.3535,0.0007,
363,U1485,A,43,F,CC,0.2,0.2,296.43,296.63,295.92,297.59,85A_43_cc-0_8177_01.$ls,4.8,5.19,16,2.89,1.03,5.19,18.3,41.9833,54.4151,68.6954,99.9902,100,100,100,100,41.9833,58.0167,0,
363,U1485,A,44,F,2,1.42,1.42,297.59,299.01,297.59,299.91,85A_44_2-0_8179_01.$ls,4.02,4.23,16,2.78,0.937,4.23,16,48.1405,61.7309,76.0435,100,100,100,100,100,48.1405,51.8595,0,
363,U1485,A,44,F,3,0.9,0.9,299.01,299.91,299.01,300.45,85A_44_3-0_8180_01.$ls,4.22,4.44,16,2.86,0.945,4.44,16.9,46.6798,59.7129,73.3987,100,100,100,100,100,46.6798,53.3202,0,
363,U1485,A,44,F,4,0.54,0.54,299.91,300.45,299.91,300.8,85A_44_4-0_8181_01.$ls,4.19,4.36,18,2.85,0.949,4.36,16.9,47.1776,60.2572,73.8811,100,100,100,100,100,47.1776,52.8224,0,
363,U1485,A,44,F,CC,0.35,0.35,300.45,300.8,300.45,,85A_44_cc-0_8182_01.$ls,4.36,4.55,16,2.84,0.987,4.55,17.2,45.6803,59.1203,73.058,99.9985,100,100,100,100,45.6803,54.3197,0,
